64720,"ADRIAN, MO",ADRIAN,MO,BATES
63730,"ADVANCE, MO",ADVANCE,MO,STODDARD
64401,"AGENCY, MO",AGENCY,MO,BUCHANAN
64830,"ALBA, MO",ALBA,MO,JASPER
64402,"ALBANY, MO",ALBANY,MO,GENTRY
65601,"ALDRICH, MO",ALDRICH,MO,POLK
63430,"ALEXANDRIA, MO",ALEXANDRIA,MO,CLARK
64420,"ALLENDALE, MO",ALLENDALE,MO,WORTH
64001,"ALMA, MO",ALMA,MO,LAFAYETTE
64620,"ALTAMONT, MO",ALTAMONT,MO,DAVIESS
63732,"ALTENBURG, MO",ALTENBURG,MO,CAPE GIRARDEAU
65606,"ALTON, MO",ALTON,MO,OREGON
64421,"AMAZONIA, MO",AMAZONIA,MO,ANDREW
64422,"AMITY, MO",AMITY,MO,DEKALB
64722,"AMORET, MO",AMORET,MO,BATES
64723,"AMSTERDAM, MO",AMSTERDAM,MO,BATES
63431,"ANABEL, MO",ANABEL,MO,MACON
64831,"ANDERSON, MO",ANDERSON,MO,MCDONALD
63620,"ANNAPOLIS, MO",ANNAPOLIS,MO,IRON
63820,"ANNISTON, MO",ANNISTON,MO,MISSISSIPPI
64724,"APPLETON CITY, MO",APPLETON CITY,MO,SAINT CLAIR
63432,"ARBELA, MO",ARBELA,MO,SCOTLAND
63821,"ARBYRD, MO",ARBYRD,MO,DUNKLIN
63621,"ARCADIA, MO",ARCADIA,MO,IRON
64725,"ARCHIE, MO",ARCHIE,MO,CASS
65603,"ARCOLA, MO",ARCOLA,MO,DADE
65001,"ARGYLE, MO",ARGYLE,MO,OSAGE
65230,"ARMSTRONG, MO",ARMSTRONG,MO,HOWARD
63010,"ARNOLD, MO",ARNOLD,MO,JEFFERSON
65320,"ARROW ROCK, MO",ARROW ROCK,MO,SALINE
64832,"ASBURY, MO",ASBURY,MO,BARTON
65604,"ASH GROVE, MO",ASH GROVE,MO,GREENE
65010,"ASHLAND, MO",ASHLAND,MO,BOONE
63530,"ATLANTA, MO",ATLANTA,MO,MACON
63332,"AUGUSTA, MO",AUGUSTA,MO,SAINT CHARLES
65605,"AURORA, MO",AURORA,MO,LAWRENCE
65231,"AUXVASSE, MO",AUXVASSE,MO,CALLAWAY
65608,"AVA, MO",AVA,MO,DOUGLAS
64833,"AVILLA, MO",AVILLA,MO,JASPER
65609,"BAKERSFIELD, MO",BAKERSFIELD,MO,OZARK
63011,"BALLWIN, MO",BALLWIN,MO,SAINT LOUIS
63021,"BALLWIN, MO",BALLWIN,MO,SAINT LOUIS
63022,"BALLWIN, MO",BALLWIN,MO,SAINT LOUIS
63024,"BALLWIN, MO",BALLWIN,MO,SAINT LOUIS
63531,"BARING, MO",BARING,MO,KNOX
64423,"BARNARD, MO",BARNARD,MO,NODAWAY
65011,"BARNETT, MO",BARNETT,MO,MORGAN
63012,"BARNHART, MO",BARNHART,MO,JEFFERSON
64011,"BATES CITY, MO",BATES CITY,MO,LAFAYETTE
63013,"BEAUFORT, MO",BEAUFORT,MO,FRANKLIN
63622,"BELGRADE, MO",BELGRADE,MO,WASHINGTON
63735,"BELL CITY, MO",BELL CITY,MO,STODDARD
65013,"BELLE, MO",BELLE,MO,MARIES
63623,"BELLEVIEW, MO",BELLEVIEW,MO,IRON
63333,"BELLFLOWER, MO",BELLFLOWER,MO,MONTGOMERY
64012,"BELTON, MO",BELTON,MO,CASS
63736,"BENTON, MO",BENTON,MO,SCOTT
65232,"BENTON CITY, MO",BENTON CITY,MO,AUDRAIN
63014,"BERGER, MO",BERGER,MO,FRANKLIN
63822,"BERNIE, MO",BERNIE,MO,STODDARD
63823,"BERTRAND, MO",BERTRAND,MO,MISSISSIPPI
64424,"BETHANY, MO",BETHANY,MO,HARRISON
63434,"BETHEL, MO",BETHEL,MO,SHELBY
63532,"BEVIER, MO",BEVIER,MO,MACON
65610,"BILLINGS, MO",BILLINGS,MO,CHRISTIAN
65438,"BIRCH TREE, MO",BIRCH TREE,MO,SHANNON
63624,"BISMARCK, MO",BISMARCK,MO,SAINT FRANCOIS
65439,"BIXBY, MO",BIXBY,MO,IRON
63625,"BLACK, MO",BLACK,MO,REYNOLDS
65321,"BLACKBURN, MO",BLACKBURN,MO,SALINE
65322,"BLACKWATER, MO",BLACKWATER,MO,COOPER
63626,"BLACKWELL, MO",BLACKWELL,MO,SAINT FRANCOIS
64726,"BLAIRSTOWN, MO",BLAIRSTOWN,MO,HENRY
65014,"BLAND, MO",BLAND,MO,GASCONADE
63825,"BLOOMFIELD, MO",BLOOMFIELD,MO,STODDARD
63627,"BLOOMSDALE, MO",BLOOMSDALE,MO,SAINTE GENEVIEVE
65611,"BLUE EYE, MO",BLUE EYE,MO,STONE
64013,"BLUE SPRINGS, MO",BLUE SPRINGS,MO,JACKSON
64014,"BLUE SPRINGS, MO",BLUE SPRINGS,MO,JACKSON
64015,"BLUE SPRINGS, MO",BLUE SPRINGS,MO,JACKSON
64426,"BLYTHEDALE, MO",BLYTHEDALE,MO,HARRISON
64622,"BOGARD, MO",BOGARD,MO,CARROLL
65612,"BOIS D ARC, MO",BOIS D ARC,MO,GREENE
64427,"BOLCKOW, MO",BOLCKOW,MO,ANDREW
65613,"BOLIVAR, MO",BOLIVAR,MO,POLK
63628,"BONNE TERRE, MO",BONNE TERRE,MO,SAINT FRANCOIS
65016,"BONNOTS MILL, MO",BONNOTS MILL,MO,OSAGE
65233,"BOONVILLE, MO",BOONVILLE,MO,COOPER
65440,"BOSS, MO",BOSS,MO,DENT
64623,"BOSWORTH, MO",BOSWORTH,MO,CARROLL
65441,"BOURBON, MO",BOURBON,MO,CRAWFORD
63334,"BOWLING GREEN, MO",BOWLING GREEN,MO,PIKE
65614,"BRADLEYVILLE, MO",BRADLEYVILLE,MO,TANEY
63827,"BRAGG CITY, MO",BRAGG CITY,MO,PEMISCOT
63826,"BRAGGADOCIO, MO",BRAGGADOCIO,MO,PEMISCOT
65688,"BRANDSVILLE, MO",BRANDSVILLE,MO,HOWELL
65615,"BRANSON, MO",BRANSON,MO,TANEY
65616,"BRANSON, MO",BRANSON,MO,TANEY
63533,"BRASHEAR, MO",BRASHEAR,MO,ADAIR
64624,"BRAYMER, MO",BRAYMER,MO,CALDWELL
64625,"BRECKENRIDGE, MO",BRECKENRIDGE,MO,CALDWELL
63044,"BRIDGETON, MO",BRIDGETON,MO,SAINT LOUIS
65617,"BRIGHTON, MO",BRIGHTON,MO,POLK
65443,"BRINKTOWN, MO",BRINKTOWN,MO,MARIES
65618,"BRIXEY, MO",BRIXEY,MO,OZARK
64728,"BRONAUGH, MO",BRONAUGH,MO,VERNON
64628,"BROOKFIELD, MO",BROOKFIELD,MO,LINN
65619,"BROOKLINE, MO",BROOKLINE,MO,GREENE
63932,"BROSELEY, MO",BROSELEY,MO,BUTLER
64630,"BROWNING, MO",BROWNING,MO,LINN
65017,"BRUMLEY, MO",BRUMLEY,MO,MILLER
65620,"BRUNER, MO",BRUNER,MO,CHRISTIAN
65236,"BRUNSWICK, MO",BRUNSWICK,MO,CHARITON
64631,"BUCKLIN, MO",BUCKLIN,MO,LINN
64016,"BUCKNER, MO",BUCKNER,MO,JACKSON
65444,"BUCYRUS, MO",BUCYRUS,MO,TEXAS
65622,"BUFFALO, MO",BUFFALO,MO,DALLAS
65237,"BUNCETON, MO",BUNCETON,MO,COOPER
63629,"BUNKER, MO",BUNKER,MO,REYNOLDS
63739,"BURFORDVILLE, MO",BURFORDVILLE,MO,CAPE GIRARDEAU
64428,"BURLINGTON JUNCTION, MO",BURLINGTON JUNCTION,MO,NODAWAY
64730,"BUTLER, MO",BUTLER,MO,BATES
65623,"BUTTERFIELD, MO",BUTTERFIELD,MO,BARRY
65689,"CABOOL, MO",CABOOL,MO,TEXAS
63630,"CADET, MO",CADET,MO,WASHINGTON
64632,"CAINSVILLE, MO",CAINSVILLE,MO,HARRISON
65239,"CAIRO, MO",CAIRO,MO,RANDOLPH
63631,"CALEDONIA, MO",CALEDONIA,MO,WASHINGTON
65323,"CALHOUN, MO",CALHOUN,MO,HENRY
65018,"CALIFORNIA, MO",CALIFORNIA,MO,MONITEAU
63534,"CALLAO, MO",CALLAO,MO,MACON
64017,"CAMDEN, MO",CAMDEN,MO,RAY
64018,"CAMDEN POINT, MO",CAMDEN POINT,MO,PLATTE
65020,"CAMDENTON, MO",CAMDENTON,MO,CAMDEN
64429,"CAMERON, MO",CAMERON,MO,CLINTON
63933,"CAMPBELL, MO",CAMPBELL,MO,DUNKLIN
63828,"CANALOU, MO",CANALOU,MO,NEW MADRID
63435,"CANTON, MO",CANTON,MO,LEWIS
65624,"CAPE FAIR, MO",CAPE FAIR,MO,STONE
63701,"CAPE GIRARDEAU, MO",CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63702,"CAPE GIRARDEAU, MO",CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63703,"CAPE GIRARDEAU, MO",CAPE GIRARDEAU,MO,CAPE GIRARDEAU
63829,"CARDWELL, MO",CARDWELL,MO,DUNKLIN
64834,"CARL JUNCTION, MO",CARL JUNCTION,MO,JASPER
64633,"CARROLLTON, MO",CARROLLTON,MO,CARROLL
64835,"CARTERVILLE, MO",CARTERVILLE,MO,JASPER
64836,"CARTHAGE, MO",CARTHAGE,MO,JASPER
63830,"CARUTHERSVILLE, MO",CARUTHERSVILLE,MO,PEMISCOT
65625,"CASSVILLE, MO",CASSVILLE,MO,BARRY
63015,"CATAWISSA, MO",CATAWISSA,MO,FRANKLIN
63833,"CATRON, MO",CATRON,MO,NEW MADRID
65626,"CAULFIELD, MO",CAULFIELD,MO,HOWELL
63016,"CEDAR HILL, MO",CEDAR HILL,MO,JEFFERSON
65627,"CEDARCREEK, MO",CEDARCREEK,MO,TANEY
63436,"CENTER, MO",CENTER,MO,RALLS
65023,"CENTERTOWN, MO",CENTERTOWN,MO,COLE
64019,"CENTERVIEW, MO",CENTERVIEW,MO,JOHNSON
63633,"CENTERVILLE, MO",CENTERVILLE,MO,REYNOLDS
65240,"CENTRALIA, MO",CENTRALIA,MO,BOONE
65629,"CHADWICK, MO",CHADWICK,MO,CHRISTIAN
63740,"CHAFFEE, MO",CHAFFEE,MO,SCOTT
65024,"CHAMOIS, MO",CHAMOIS,MO,OSAGE
63834,"CHARLESTON, MO",CHARLESTON,MO,MISSISSIPPI
65446,"CHERRYVILLE, MO",CHERRYVILLE,MO,CRAWFORD
63005,"CHESTERFIELD, MO",CHESTERFIELD,MO,SAINT LOUIS
63006,"CHESTERFIELD, MO",CHESTERFIELD,MO,SAINT LOUIS
63017,"CHESTERFIELD, MO",CHESTERFIELD,MO,SAINT LOUIS
65630,"CHESTNUTRIDGE, MO",CHESTNUTRIDGE,MO,CHRISTIAN
64733,"CHILHOWEE, MO",CHILHOWEE,MO,JOHNSON
64601,"CHILLICOTHE, MO",CHILLICOTHE,MO,LIVINGSTON
64635,"CHULA, MO",CHULA,MO,LIVINGSTON
63437,"CLARENCE, MO",CLARENCE,MO,SHELBY
65243,"CLARK, MO",CLARK,MO,RANDOLPH
65025,"CLARKSBURG, MO",CLARKSBURG,MO,MONITEAU
64430,"CLARKSDALE, MO",CLARKSDALE,MO,DEKALB
63336,"CLARKSVILLE, MO",CLARKSVILLE,MO,PIKE
63837,"CLARKTON, MO",CLARKTON,MO,DUNKLIN
64431,"CLEARMONT, MO",CLEARMONT,MO,NODAWAY
64734,"CLEVELAND, MO",CLEVELAND,MO,CASS
65631,"CLEVER, MO",CLEVER,MO,CHRISTIAN
65244,"CLIFTON HILL, MO",CLIFTON HILL,MO,RANDOLPH
65324,"CLIMAX SPRINGS, MO",CLIMAX SPRINGS,MO,CAMDEN
64735,"CLINTON, MO",CLINTON,MO,HENRY
63934,"CLUBB, MO",CLUBB,MO,WAYNE
64432,"CLYDE, MO",CLYDE,MO,NODAWAY
63535,"COATSVILLE, MO",COATSVILLE,MO,SCHUYLER
65325,"COLE CAMP, MO",COLE CAMP,MO,BENTON
64738,"COLLINS, MO",COLLINS,MO,SAINT CLAIR
65201,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65202,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65203,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65205,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65211,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65212,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65215,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65216,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65217,"COLUMBIA, MO",COLUMBIA,MO,BOONE
65218,"COLUMBIA, MO",COLUMBIA,MO,BOONE
63742,"COMMERCE, MO",COMMERCE,MO,SCOTT
64433,"CONCEPTION, MO",CONCEPTION,MO,NODAWAY
64434,"CONCEPTION JUNCTION, MO",CONCEPTION JUNCTION,MO,NODAWAY
64020,"CONCORDIA, MO",CONCORDIA,MO,LAFAYETTE
65632,"CONWAY, MO",CONWAY,MO,LACLEDE
65449,"COOK STA, MO",COOK STA,MO,CRAWFORD
63839,"COOTER, MO",COOTER,MO,PEMISCOT
64021,"CORDER, MO",CORDER,MO,LAFAYETTE
64436,"COSBY, MO",COSBY,MO,ANDREW
63338,"COTTLEVILLE, MO",COTTLEVILLE,MO,SAINT CHARLES
65690,"COUCH, MO",COUCH,MO,OREGON
64637,"COWGILL, MO",COWGILL,MO,CALDWELL
64437,"CRAIG, MO",CRAIG,MO,HOLT
65633,"CRANE, MO",CRANE,MO,STONE
64739,"CREIGHTON, MO",CREIGHTON,MO,HENRY
65452,"CROCKER, MO",CROCKER,MO,PULASKI
65634,"CROSS TIMBERS, MO",CROSS TIMBERS,MO,HICKORY
63019,"CRYSTAL CITY, MO",CRYSTAL CITY,MO,JEFFERSON
65453,"CUBA, MO",CUBA,MO,CRAWFORD
63339,"CURRYVILLE, MO",CURRYVILLE,MO,PIKE
65635,"DADEVILLE, MO",DADEVILLE,MO,DADE
63743,"DAISY, MO",DAISY,MO,CAPE GIRARDEAU
64438,"DARLINGTON, MO",DARLINGTON,MO,GENTRY
65456,"DAVISVILLE, MO",DAVISVILLE,MO,CRAWFORD
64638,"DAWN, MO",DAWN,MO,LIVINGSTON
64440,"DE KALB, MO",DE KALB,MO,BUCHANAN
63020,"DE SOTO, MO",DE SOTO,MO,JEFFERSON
64639,"DE WITT, MO",DE WITT,MO,CARROLL
64439,"DEARBORN, MO",DEARBORN,MO,PLATTE
64740,"DEEPWATER, MO",DEEPWATER,MO,HENRY
64741,"DEERFIELD, MO",DEERFIELD,MO,VERNON
63840,"DEERING, MO",DEERING,MO,PEMISCOT
63341,"DEFIANCE, MO",DEFIANCE,MO,SAINT CHARLES
63744,"DELTA, MO",DELTA,MO,CAPE GIRARDEAU
64441,"DENVER, MO",DENVER,MO,WORTH
63636,"DES ARC, MO",DES ARC,MO,IRON
63841,"DEXTER, MO",DEXTER,MO,STODDARD
64840,"DIAMOND, MO",DIAMOND,MO,NEWTON
65636,"DIGGINS, MO",DIGGINS,MO,WEBSTER
63023,"DITTMER, MO",DITTMER,MO,JEFFERSON
65459,"DIXON, MO",DIXON,MO,PULASKI
63637,"DOE RUN, MO",DOE RUN,MO,SAINT FRANCOIS
63935,"DONIPHAN, MO",DONIPHAN,MO,RIPLEY
65637,"DORA, MO",DORA,MO,OZARK
64022,"DOVER, MO",DOVER,MO,LAFAYETTE
63536,"DOWNING, MO",DOWNING,MO,SCHUYLER
64742,"DREXEL, MO",DREXEL,MO,BATES
65638,"DRURY, MO",DRURY,MO,DOUGLAS
63936,"DUDLEY, MO",DUDLEY,MO,STODDARD
64841,"DUENWEG, MO",DUENWEG,MO,JASPER
65461,"DUKE, MO",DUKE,MO,PHELPS
65640,"DUNNEGAN, MO",DUNNEGAN,MO,POLK
63438,"DURHAM, MO",DURHAM,MO,LEWIS
63745,"DUTCHTOWN, MO",DUTCHTOWN,MO,CAPE GIRARDEAU
63342,"DUTZOW, MO",DUTZOW,MO,WARREN
65641,"EAGLE ROCK, MO",EAGLE ROCK,MO,BARRY
64442,"EAGLEVILLE, MO",EAGLEVILLE,MO,HARRISON
63045,"EARTH CITY, MO",EARTH CITY,MO,SAINT LOUIS
64743,"EAST LYNNE, MO",EAST LYNNE,MO,CASS
63845,"EAST PRAIRIE, MO",EAST PRAIRIE,MO,MISSISSIPPI
64443,"EASTON, MO",EASTON,MO,BUCHANAN
65462,"EDGAR SPRINGS, MO",EDGAR SPRINGS,MO,PHELPS
64444,"EDGERTON, MO",EDGERTON,MO,PLATTE
63537,"EDINA, MO",EDINA,MO,KNOX
65326,"EDWARDS, MO",EDWARDS,MO,BENTON
64744,"EL DORADO SPRINGS, MO",EL DORADO SPRINGS,MO,CEDAR
65026,"ELDON, MO",ELDON,MO,MILLER
65463,"ELDRIDGE, MO",ELDRIDGE,MO,LACLEDE
65464,"ELK CREEK, MO",ELK CREEK,MO,TEXAS
65644,"ELKLAND, MO",ELKLAND,MO,DALLAS
63638,"ELLINGTON, MO",ELLINGTON,MO,REYNOLDS
63937,"ELLSINORE, MO",ELLSINORE,MO,CARTER
63538,"ELMER, MO",ELMER,MO,MACON
64445,"ELMO, MO",ELMO,MO,NODAWAY
63343,"ELSBERRY, MO",ELSBERRY,MO,LINCOLN
65466,"EMINENCE, MO",EMINENCE,MO,SHANNON
65327,"EMMA, MO",EMMA,MO,LAFAYETTE
63344,"EOLIA, MO",EOLIA,MO,PIKE
63846,"ESSEX, MO",ESSEX,MO,STODDARD
63539,"ETHEL, MO",ETHEL,MO,MACON
65032,"EUGENE, MO",EUGENE,MO,COLE
63025,"EUREKA, MO",EUREKA,MO,SAINT LOUIS
65646,"EVERTON, MO",EVERTON,MO,DADE
63440,"EWING, MO",EWING,MO,LEWIS
65247,"EXCELLO, MO",EXCELLO,MO,MACON
64024,"EXCELSIOR SPRINGS, MO",EXCELSIOR SPRINGS,MO,CLAY
65647,"EXETER, MO",EXETER,MO,BARRY
63938,"FAGUS, MO",FAGUS,MO,BUTLER
65648,"FAIR GROVE, MO",FAIR GROVE,MO,GREENE
65649,"FAIR PLAY, MO",FAIR PLAY,MO,POLK
63939,"FAIRDEALING, MO",FAIRDEALING,MO,RIPLEY
64446,"FAIRFAX, MO",FAIRFAX,MO,ATCHISON
64842,"FAIRVIEW, MO",FAIRVIEW,MO,NEWTON
65470,"FALCON, MO",FALCON,MO,LACLEDE
63345,"FARBER, MO",FARBER,MO,AUDRAIN
64028,"FARLEY, MO",FARLEY,MO,PLATTE
63640,"FARMINGTON, MO",FARMINGTON,MO,SAINT FRANCOIS
63746,"FARRAR, MO",FARRAR,MO,PERRY
64448,"FAUCETT, MO",FAUCETT,MO,BUCHANAN
65248,"FAYETTE, MO",FAYETTE,MO,HOWARD
63026,"FENTON, MO",FENTON,MO,SAINT LOUIS
63099,"FENTON, MO",FENTON,MO,SAINT LOUIS
63028,"FESTUS, MO",FESTUS,MO,JEFFERSON
64449,"FILLMORE, MO",FILLMORE,MO,ANDREW
63940,"FISK, MO",FISK,MO,BUTLER
65650,"FLEMINGTON, MO",FLEMINGTON,MO,POLK
63030,"FLETCHER, MO",FLETCHER,MO,JEFFERSON
63346,"FLINTHILL, MO",FLINTHILL,MO,SAINT CHARLES
65329,"FLORENCE, MO",FLORENCE,MO,MORGAN
63031,"FLORISSANT, MO",FLORISSANT,MO,SAINT LOUIS
63032,"FLORISSANT, MO",FLORISSANT,MO,SAINT LOUIS
63033,"FLORISSANT, MO",FLORISSANT,MO,SAINT LOUIS
63034,"FLORISSANT, MO",FLORISSANT,MO,SAINT LOUIS
63347,"FOLEY, MO",FOLEY,MO,LINCOLN
65652,"FORDLAND, MO",FORDLAND,MO,WEBSTER
64451,"FOREST CITY, MO",FOREST CITY,MO,HOLT
63348,"FORISTELL, MO",FORISTELL,MO,SAINT CHARLES
65653,"FORSYTH, MO",FORSYTH,MO,TANEY
65473,"FORT LEONARD WOOD, MO",FORT LEONARD WOOD,MO,PULASKI
65034,"FORTUNA, MO",FORTUNA,MO,MONITEAU
64745,"FOSTER, MO",FOSTER,MO,BATES
63441,"FRANKFORD, MO",FRANKFORD,MO,PIKE
65250,"FRANKLIN, MO",FRANKLIN,MO,HOWARD
63645,"FREDERICKTOWN, MO",FREDERICKTOWN,MO,MADISON
65035,"FREEBURG, MO",FREEBURG,MO,OSAGE
64746,"FREEMAN, MO",FREEMAN,MO,CASS
65654,"FREISTATT, MO",FREISTATT,MO,LAWRENCE
63941,"FREMONT, MO",FREMONT,MO,CARTER
63036,"FRENCH VILLAGE, MO",FRENCH VILLAGE,MO,SAINT FRANCOIS
63747,"FRIEDHEIM, MO",FRIEDHEIM,MO,CAPE GIRARDEAU
63748,"FROHNA, MO",FROHNA,MO,PERRY
65251,"FULTON, MO",FULTON,MO,CALLAWAY
65655,"GAINESVILLE, MO",GAINESVILLE,MO,OZARK
65656,"GALENA, MO",GALENA,MO,STONE
64640,"GALLATIN, MO",GALLATIN,MO,DAVIESS
64641,"GALT, MO",GALT,MO,GRUNDY
64747,"GARDEN CITY, MO",GARDEN CITY,MO,CASS
63942,"GATEWOOD, MO",GATEWOOD,MO,RIPLEY
64453,"GENTRY, MO",GENTRY,MO,GENTRY
63037,"GERALD, MO",GERALD,MO,FRANKLIN
63848,"GIDEON, MO",GIDEON,MO,NEW MADRID
65330,"GILLIAM, MO",GILLIAM,MO,SALINE
64642,"GILMAN CITY, MO",GILMAN CITY,MO,HARRISON
65254,"GLASGOW, MO",GLASGOW,MO,HOWARD
63751,"GLENALLEN, MO",GLENALLEN,MO,BOLLINGER
63038,"GLENCOE, MO",GLENCOE,MO,SAINT LOUIS
63541,"GLENWOOD, MO",GLENWOOD,MO,SCHUYLER
63849,"GOBLER, MO",GOBLER,MO,PEMISCOT
65658,"GOLDEN, MO",GOLDEN,MO,BARRY
64748,"GOLDEN CITY, MO",GOLDEN CITY,MO,BARTON
64843,"GOODMAN, MO",GOODMAN,MO,MCDONALD
63752,"GORDONVILLE, MO",GORDONVILLE,MO,CAPE GIRARDEAU
63543,"GORIN, MO",GORIN,MO,SCOTLAND
64454,"GOWER, MO",GOWER,MO,CLINTON
65660,"GRAFF, MO",GRAFF,MO,WRIGHT
64455,"GRAHAM, MO",GRAHAM,MO,NODAWAY
64029,"GRAIN VALLEY, MO",GRAIN VALLEY,MO,JACKSON
64844,"GRANBY, MO",GRANBY,MO,NEWTON
63943,"GRANDIN, MO",GRANDIN,MO,CARTER
64030,"GRANDVIEW, MO",GRANDVIEW,MO,JACKSON
63442,"GRANGER, MO",GRANGER,MO,SCOTLAND
64456,"GRANT CITY, MO",GRANT CITY,MO,WORTH
65037,"GRAVOIS MILLS, MO",GRAVOIS MILLS,MO,MORGAN
63039,"GRAY SUMMIT, MO",GRAY SUMMIT,MO,FRANKLIN
63544,"GREEN CASTLE, MO",GREEN CASTLE,MO,SULLIVAN
63545,"GREEN CITY, MO",GREEN CITY,MO,SULLIVAN
65332,"GREEN RIDGE, MO",GREEN RIDGE,MO,PETTIS
65661,"GREENFIELD, MO",GREENFIELD,MO,DADE
63546,"GREENTOP, MO",GREENTOP,MO,ADAIR
63944,"GREENVILLE, MO",GREENVILLE,MO,WAYNE
64034,"GREENWOOD, MO",GREENWOOD,MO,JACKSON
63040,"GROVER, MO",GROVER,MO,SAINT LOUIS
65662,"GROVESPRING, MO",GROVESPRING,MO,WRIGHT
63041,"GRUBVILLE, MO",GRUBVILLE,MO,FRANKLIN
64457,"GUILFORD, MO",GUILFORD,MO,NODAWAY
64643,"HALE, MO",HALE,MO,CARROLL
65663,"HALF WAY, MO",HALF WAY,MO,POLK
